zlevel,well_name,image_name,keypoint_likelihood_1,keypoint_likelihood_2,1_excluded_pixels,1_mean,1_min,1_max,1_std,1_area (pixel^2),1_mean_out,1_min_out,1_max_out,1_std_out,1_area_out (pixel^2),number_objects,biggestobject_1_mean,biggestobject_1_min,biggestobject_1_max,biggestobject_1_std,biggestobject_1_area,biggestobject_1_mean_out,biggestobject_1_min_out,biggestobject_1_max_out,biggestobject_1_std_out,biggestobject_1_area_out,num_droplets,droplet_area_mean,droplet_area_total,droplet_intensity_mean,droplet_intensity_total,droplet_intensity_min,droplet_intensity_max,droplet_area_std,droplet_intensity_std,daphnia_area,daphnia_size
MIP,C02,2026-01-29-Food-NoFood_C02_w1,0.7509867548942566,1.1626408100128174,0,709.7205513058614,154,13584,739.174106359402,1363889,216.95670932445373,0,3667,117.72594269578633,13775992,2,709.7481929354003,154,13584,739.1850266291978,1363814,216.95665555343191,0,3667,117.725627955313,13776067,287,70,20090,1535.6837231598786,440741.22854688513,424.86486486486484,6688.880597014925,96.4500667942505,1081.4120154712812,1363889,1521.2235207227109
MIP,C03,2026-01-29-Food-NoFood_C03_w1,0.791509211063385,1.1670933961868286,0,471.7986687608979,158,14109,652.581289049698,1017398,196.09064369204765,0,949,35.2541291317161,14122483,2,475.38943474754313,158,14109,656.0450479581845,1004330,196.09040588513315,0,949,35.24245685224231,14135551,89,199.31460674157304,17739,1905.368356240943,169577.78370544393,709.5238095238095,10402.972314507198,311.4939659238135,1616.4997963048068,1017398,1289.9891472411696
MIP,C04,2026-01-29-Food-NoFood_C04_w1,0.6366326212882996,1.1114501953125,0,504.54231314569375,152,19092,666.061413313366,1379524,215.69561959766014,0,6248,100.39835864563823,13760357,2,504.54813885330833,152,19092,666.0660414092757,1379499,215.6955603412754,0,6248,100.3982779882356,13760382,259,116.08880308880309,30067,2055.758246650048,532441.3858823625,477.15625,12181.28431372549,254.38354547312326,1308.9599205257418,1379524,1502.1917321034623
MIP,C05,2026-01-29-Food-NoFood_C05_w1,0.6364650726318359,0.7969771027565002,0,824.1076350589426,154,22353,1382.7723305786658,1380749,218.90056967256365,0,3675,129.6445637250685,13759132,1,824.1076350589426,154,22353,1382.7723305786658,1380749,218.90056967256365,0,3675,129.6445637250685,13759132,359,127.4874651810585,45768,3133.3707821719054,1124880.110799714,828.9433962264151,13242.491228070176,318.9641916715674,2049.0122929060603,1380749,1512.774933689741
MIP,C06,2026-01-29-Food-NoFood_C06_w1,0.7614014148712158,0.9144910573959351,0,631.8936601810877,158,14148,752.7686979853111,1143203,202.989902032468,0,4556,65.77368664791233,13996678,1,631.8936601810877,158,14148,752.7686979853111,1143203,202.989902032468,0,4556,65.77368664791233,13996678,278,104.65827338129496,29095,2214.6494568913013,615672.5490157817,759,8919.884615384615,178.12797630393263,1197.5792405843613,1143203,1347.1885539893813
MIP,C09,2026-01-29-Food-NoFood_C09_w1,0.5259377360343933,1.024142861366272,0,560.4836350764614,159,12400,705.3222218033299,1539665,214.8500695871301,0,1605,93.17461298517965,13600216,1,560.4836350764614,159,12400,705.3222218033299,1539665,214.8500695871301,0,1605,93.17461298517965,13600216,242,105.53305785123968,25539,1828.9915257946527,442615.94924230594,647.5348837209302,8906.946236559139,229.1646044115279,1195.762803979039,1539665,1635.6931252530226
MIP,D04,2026-01-29-Food-NoFood_D04_w1,0.7763527631759644,0.6181399822235107,0,224.39822004947663,150,3510,73.89884920360934,1390151,194.62861008907083,0,1584,33.13116012923935,13749730,3,224.70475819146245,150,3510,74.18841919320349,1374724,194.63135981667335,0,1584,33.127668796919906,13765157,6,371.5,2229,1149.8704792928866,6899.222875757319,463.2692307692308,2548.7296222664017,329.81737370854194,772.1910079370876,1390151,1399.8949960622047
MIP,D05,2026-01-29-Food-NoFood_D05_w1,1.0295196771621704,0.8910322785377502,0,525.4514179901598,151,11654,511.8891300263673,1683298,216.72432191738423,0,3607,106.33090034225692,13456583,1,525.4514179901598,151,11654,511.8891300263673,1683298,216.72432191738423,0,3607,106.33090034225692,13456583,119,230.68067226890756,27451,1079.402681486151,128448.91909685198,402.52,6949.797619047619,1262.6316070539926,908.1541814247473,1683298,1674.1332085589845
MIP,D06,2026-01-29-Food-NoFood_D06_w1,0.8144561648368835,0.9347540736198425,0,647.5726397696012,161,19812,987.260495394677,1627786,204.6122717461652,0,1502,64.63964066862886,13512095,1,647.5726397696012,161,19812,987.260495394677,1627786,204.6122717461652,0,1502,64.63964066862886,13512095,373,138.2922252010724,51583,2551.6106177352103,951750.7604152334,546.5106382978723,15000.587828492393,106.75432991461771,1718.8047576580818,1627786,1691.9249392334164
MIP,D09,2026-01-29-Food-NoFood_D09_w1,0.49521052837371826,0.7197064161300659,0,332.56324532608414,153,4643,286.8912355261124,1871664,196.6329153344417,0,2197,44.06881162461765,13268217,3,332.73867910045794,153,4643,287.00786642707226,1869529,196.63006934556068,0,2197,44.06596351876394,13270352,247,191.7408906882591,47360,943.1529436402507,232958.7770791419,400.247311827957,3175.1011494252875,220.7675028463759,497.4879440520268,1871664,1836.1595791215968
