area,radius,circularity,intensity_mean,x,y
96.0,5.527906391541368,0.9413249113751818,878.25,3807.875,3081.114583333333
59.0,4.3336224206596095,1.019252673342585,736.9661016949152,3858.0169491525426,3079.5084745762715
89.0,5.322553886092406,0.8968363761324492,956.4831460674158,3828.0337078651687,3081.516853932584
91.0,5.382025607773058,0.9045174113382337,1029.8131868131868,3785.3406593406594,3089.263736263736
46.0,3.826519928662906,1.0328891308324937,956.7608695652174,3823.0434782608695,3092.5434782608695
20.0,2.5231325220201604,1.347530211131618,1135.0,3748.95,3104.25
38.0,3.477898169151024,1.1379144005111443,787.2894736842105,3825.815789473684,3109.5526315789475
55.0,4.1841419359420025,1.0786014609507297,939.9090909090909,3790.0363636363636,3118.818181818182
80.0,5.046265044040321,1.0252525124772216,1037.05,3757.0625,3129.1875
76.0,4.918490759365935,1.051175952546438,1236.4868421052631,3731.5,3134.644736842105
49.0,3.949327084834294,1.1002514654520041,690.3469387755102,3809.469387755102,3139.775510204082
68.0,4.652426491681278,1.0978072487376411,990.1029411764706,3733.323529411765,3166.6617647058824
75.0,4.886025119029199,0.9871163965686206,929.3066666666666,3763.5333333333333,3171.3866666666668
115.0,6.050259243299904,0.9123544724738656,768.3304347826087,3783.330434782609,3173.452173913043
27.0,2.9316150714175193,1.0589905252970802,1198.7037037037037,3703.814814814815,3170.925925925926
76.0,4.918490759365935,0.753913506512978,1160.5263157894738,3716.7894736842104,3176.9868421052633
151.0,6.93287767191607,0.9046383868897983,906.8145695364238,3764.6291390728475,3184.708609271523
95.0,5.499039842323396,1.0450234290408464,920.5894736842105,3748.642105263158,3186.5894736842106
76.0,4.918490759365935,1.1114295174621256,923.9078947368421,3733.9210526315787,3188.407894736842
70.0,4.720348719413148,1.006946337180878,1010.1142857142858,3721.8,3194.4857142857145
60.0,4.370193722368317,1.0554331285614569,748.7666666666667,3778.733333333333,3198.1
102.0,5.698035485213008,0.9377734075522061,916.5882352941177,3754.6666666666665,3200.2843137254904
101.0,5.670035141386943,1.0378294628594558,941.940594059406,3741.5049504950493,3203.1584158415844
100.0,5.641895835477563,0.8528876698144598,895.48,3753.49,3208.6400000000003
88.0,5.292567428401227,0.9820715413787476,961.1704545454545,3729.4204545454545,3210.761363636364
61.0,4.406461512053774,0.8774818081147646,971.3934426229508,3719.0819672131147,3216.2131147540986
98.0,5.585191925620057,0.9609358470288314,944.1836734693877,3736.816326530612,3220.2551020408164
99.0,5.613615477764332,1.0172783843869908,904.4343434343434,3749.242424242424,3219.9797979797977
80.0,5.046265044040321,0.9585572311415079,939.0875,3727.15,3224.8625
54.0,4.145929793656026,1.05899052529708,946.2222222222222,3715.0,3230.148148148148
73.0,4.820437914901168,0.9458797778584518,671.3835616438356,3778.4657534246576,3231.6849315068494
66.0,4.583497844237541,1.111712424183585,908.8787878787879,3609.9848484848485,3385.939393939394
69.0,4.686510657907603,0.9543571148118976,936.5217391304348,3601.5797101449275,3392.434782608696
63.0,4.478115991081385,0.8575082884968449,1103.6666666666667,3399.5238095238096,3492.6349206349205
24.0,2.763953195770684,0.9413249113751824,1350.6666666666667,3321.6666666666665,3492.166666666667
53.0,4.1073621666150775,1.1660261418771551,1151.1698113207547,3442.9056603773583,3497.867924528302
56.0,4.222008245644752,1.0982123966043793,1205.232142857143,3434.0178571428573,3502.9285714285716
35.0,3.3377905890622728,1.1106924012725319,1164.9142857142858,3406.7714285714287,3512.4
22.0,2.6462837142006137,1.2513057168933541,1019.0909090909091,3436.409090909091,3511.772727272727
29.0,3.0382538898732494,0.9363650062762239,952.8965517241379,3446.0,3514.5172413793102
26.0,2.876813695875796,1.1211451356615063,1005.6153846153846,3313.230769230769,3519.923076923077
42.0,3.656366395715726,0.937431925861532,1057.8333333333333,3415.714285714286,3521.7619047619046
54.0,4.145929793656026,0.9929365491729242,1301.1296296296296,3391.5555555555557,3524.685185185185
44.0,3.742410318509555,1.1529071768572303,910.7272727272727,3431.3636363636365,3529.9545454545455
24.0,2.763953195770684,1.1097582375130814,1208.75,3345.0416666666665,3535.083333333333
37.0,3.431831258788849,1.1079692847082192,958.6756756756756,3409.5675675675675,3537.027027027027
72.0,4.787307364817192,0.9958509024124148,932.4166666666666,3387.1111111111113,3552.6111111111113
54.0,4.145929793656026,1.1318618593521357,1096.7407407407406,3360.0555555555557,3565.2037037037035
64.0,4.51351666838205,0.7398388250087207,1225.59375,3345.78125,3568.078125
51.0,4.029119531035698,1.1220251553912248,997.4705882352941,3375.1372549019607,3597.901960784314
28.0,2.985410660720923,1.2073870691739297,1322.25,3305.75,3599.6785714285716
39.0,3.523362819972964,1.1038279369855124,782.8461538461538,3356.5384615384614,3646.4871794871797
