area,radius,circularity,intensity_mean,x,y
18.0,2.393653682408596,1.2127771900184563,652.5555555555555,234.11111111111111,3018.333333333333
16.0,2.256758334191025,1.3962634015954636,637.3125,250.5,3026.5
18.0,2.393653682408596,1.2127771900184563,640.6111111111111,255.22222222222223,3045.4444444444443
15.0,2.1850968611841584,1.3871977968913514,720.2,254.66666666666666,3060.5333333333333
19.0,2.4592453796829674,1.1770161688565015,1018.2105263157895,396.6842105263158,3061.6315789473683
34.0,3.2897623212397704,1.0789583326647454,677.7352941176471,248.3235294117647,3067.0588235294117
33.0,3.2410224072142872,1.0472242640569587,678.6969696969697,267.57575757575756,3094.4242424242425
71.0,4.753945931439391,1.0383091544711966,654.0140845070423,345.11267605633805,3107.7323943661972
15.0,2.1850968611841584,1.2576242881690396,630.7333333333333,303.1333333333333,3110.2
39.0,3.523362819972964,1.1678595163140688,668.3076923076923,334.7692307692308,3156.0
20.0,2.5231325220201604,1.347530211131618,722.05,324.75,3172.75
34.0,3.2897623212397704,1.1454006794618754,722.6176470588235,332.94117647058823,3178.1470588235293
128.0,6.383076486422923,0.9862442184088464,565.9375,425.7421875,3234.7890625
22.0,2.6462837142006137,1.3628608270970017,706.0909090909091,382.90909090909093,3236.090909090909
16.0,2.256758334191025,1.3414659073803088,706.0625,389.9375,3297.3125
15.0,2.1850968611841584,1.446802115179039,822.3333333333334,802.4,3682.4
24.0,2.763953195770684,1.3278012032165531,723.3333333333334,787.3333333333334,3699.125
17.0,2.326213245840639,1.2503645434029418,804.0588235294117,808.2941176470588,3704.294117647059
