area,radius,circularity,intensity_mean,x,y
208.0,8.136857890256438,1.0100636423151235,2267.216346153846,3375.769230769231,864.7644230769231
149.0,6.886811529393324,1.002681975721208,3314.087248322148,3390.9060402684563,872.8053691275168
142.0,6.723094811029982,1.0213312848548906,3019.6267605633802,3407.0352112676055,890.4084507042253
261.0,9.114761669619748,0.9654896666363807,4662.080459770115,3427.122605363985,903.4022988505748
158.0,7.091753098990329,0.971261991241738,1366.5569620253164,3456.974683544304,908.373417721519
524.0,12.914889870235298,0.9059476959446275,3286.736641221374,3493.885496183206,915.6316793893129
125.0,6.3078313050504,0.9916896439933324,2244.168,3445.72,914.144
103.0,5.725898905580716,0.964793797949144,1255.2815533980583,3457.8446601941746,939.7961165048544
33.0,3.2410224072142872,1.0732373269149738,915.060606060606,3489.4848484848485,937.9090909090909
130.0,6.432750982580687,1.0313572297530653,891.9153846153846,3474.423076923077,943.0153846153846
131.0,6.457444935117649,0.9973388488979306,1326.030534351145,3451.4045801526718,947.9541984732824
224.0,8.444016491289505,0.9152995350400621,1164.2455357142858,3312.4196428571427,955.0892857142857
261.0,9.114761669619748,0.9935322120700758,2088.214559386973,3433.5019157088122,957.6896551724138
62.0,4.442433223290478,1.044335913627004,967.6129032258065,3484.7741935483873,959.9032258064516
69.0,4.686510657907603,0.9391757445441636,1083.0,3491.0434782608695,966.6666666666666
118.0,6.128667601500942,1.006407450381063,964.6610169491526,3498.762711864407,973.7033898305085
870.0,16.641201909113953,0.9135209948276954,1051.1459770114943,3413.595402298851,1038.528735632184
315.0,10.013371767186818,0.9336605967676046,795.5460317460318,3545.5301587301587,1069.3714285714286
303.0,9.82078894558317,0.9456038704103957,1050.2244224422443,3534.059405940594,1085.4917491749175
446.0,11.914957374576321,0.9307732503403802,1181.0560538116592,3351.201793721973,1120.7062780269057
242.0,8.77673016883152,0.98025364967469,984.1239669421487,3371.99173553719,1124.900826446281
624.0,14.093451279891855,0.8970046445676485,2560.3173076923076,3394.584935897436,1229.0096153846152
5064.0,40.14873925336531,0.6981652653509025,720.8872432859399,3304.943917851501,1542.1613349131121
11498.0,60.49733110924171,0.7747664741626359,641.0675769699078,3410.32649156375,1545.1813358845016
5251.0,40.88331214996022,0.7012553737801122,592.0207579508665,3488.464102075795,1562.9563892591887
292.0,9.640875829802336,0.8879392742754697,952.3732876712329,3428.4657534246576,1666.7979452054794
196.0,7.898654169668588,0.9215317559981849,469.44897959183675,3260.2448979591836,1742.25
110.0,5.917270272703197,0.9674803678480022,465.27272727272725,3232.7,1741.909090909091
35.0,3.3377905890622728,1.138282013394669,408.45714285714286,3275.885714285714,1740.9142857142858
49.0,3.949327084834294,0.9796259499776098,436.0408163265306,3280.4489795918366,1748.1224489795918
130.0,6.432750982580687,1.0016542843214846,447.9,3301.6153846153848,1781.4153846153847
740.0,15.347615963921077,0.8010999621755609,673.6364864864864,3405.197297297297,1799.5081081081082
