area,radius,circularity,intensity_mean,x,y
325.0,10.171072362820547,0.980870022737655,2444.372307692308,1940.956923076923,3016.4461538461537
374.0,10.910907269000948,0.960762918587714,3917.128342245989,1984.0534759358288,3021.2459893048126
524.0,12.914889870235298,0.8581297736835068,7860.255725190839,1870.6603053435115,3033.459923664122
963.0,17.508067294678487,0.9258633212498968,26290.20976116303,1879.6085150571132,3057.435098650052
1588.0,22.48279562821002,0.930196363593786,20564.366498740554,1823.8929471032745,3073.9370277078087
122.0,6.231677632421503,0.9970227078114959,11932.377049180328,1850.27868852459,3066.0983606557375
280.0,9.440697438826296,0.9604413766337341,16209.932142857142,1901.732142857143,3072.285714285714
295.0,9.690274321412074,0.8743805588775979,3349.2203389830506,1798.0372881355931,3086.2271186440676
352.0,10.585134856802455,0.9994424649634869,8196.900568181818,1949.3039772727273,3089.8267045454545
3695.0,34.29511669974468,0.9208590593116301,11779.144248985114,1770.9439783491205,3127.3426251691476
269.0,9.25339718068125,0.9753785964992026,10362.081784386617,1896.3457249070632,3104.843866171004
274.0,9.338999347593866,0.9661260887259486,5717.8978102189785,1826.1423357664235,3111.2335766423357
205.0,8.07796550300118,1.0050604522495434,3127.9463414634147,1972.780487804878,3110.4341463414635
227.0,8.500373177909337,0.9982638340977117,1392.8942731277532,2020.1982378854625,3118.123348017621
91.0,5.382025607773058,1.0519583293092747,852.010989010989,1979.934065934066,3136.076923076923
91.0,5.382025607773058,1.0519583293092751,540.5164835164835,2024.3956043956043,3140.6263736263736
142.0,6.723094811029982,0.9932953844908954,1176.2887323943662,1966.5985915492959,3145.93661971831
578.0,13.564037533648712,0.9723996341725808,17236.09169550173,1875.038062283737,3160.2854671280274
104.0,5.753627391751592,0.9561611214257788,595.5769230769231,2023.5961538461538,3152.5865384615386
57.0,4.259537945889915,1.1178233322580289,971.9473684210526,1921.421052631579,3151.5087719298244
87.0,5.262410103554244,1.00571840274623,1775.8505747126437,1971.6896551724137,3156.1724137931033
351.0,10.57008845991889,0.9792815654089218,3308.1794871794873,1937.1225071225072,3169.877492877493
81.0,5.077706251929807,1.0780241689052945,888.2469135802469,2012.20987654321,3170.8395061728397
142.0,6.723094811029982,1.0213312848548906,780.8661971830986,2037.274647887324,3172.260563380282
329.0,10.233472165128859,0.9245754685988744,7040.358662613981,1985.6200607902736,3176.343465045593
131.0,6.457444935117649,0.9973388488979306,942.8015267175573,2043.328244274809,3186.374045801527
193.0,7.837972188868215,0.903908752447499,4094.518134715026,1988.7564766839378,3190.544041450777
81.0,5.077706251929807,1.1025106566388008,1149.851851851852,2021.3456790123457,3192.7654320987654
121.0,6.206085419025319,0.9888503905343529,1283.793388429752,2036.3636363636363,3195.0247933884298
248.0,8.884866446580956,0.9635942666686734,3843.842741935484,2023.6895161290322,3210.9879032258063
3689.0,34.2672609079279,0.7972426169703556,9684.44429384657,1988.6137164543236,3248.9696394686907
81.0,5.077706251929807,1.0780241689052947,913.5432098765432,2068.543209876543,3225.8271604938273
203.0,8.03846421247924,1.0186922385380286,872.8768472906404,2134.3546798029556,3241.216748768473
194.0,7.858251581595959,0.9641559219759193,3835.798969072165,1956.7886597938145,3249.1185567010307
277.0,9.389986074159536,0.9767041115952109,1240.057761732852,2083.7328519855596,3262.13357400722
216.0,8.291859587312052,1.0251660159059957,1343.1574074074074,2060.7314814814818,3261.5046296296296
488.0,12.463355264843006,0.9595976354795571,7694.709016393443,1838.030737704918,3269.4590163934427
74.0,4.853342309955121,1.12676450104499,1100.2972972972973,2070.0945945945946,3278.2972972972975
131.0,6.457444935117649,1.0392907469050123,1886.0992366412213,2053.9083969465646,3286.8396946564885
74.0,4.853342309955121,1.0235134274794264,1651.2432432432433,2046.054054054054,3294.054054054054
169.0,7.334464586120832,0.9768184486443268,1811.2485207100592,2062.1242603550295,3297.869822485207
111.0,5.944106103225343,1.0205181199832831,1468.1711711711712,2074.3783783783783,3305.6846846846847
85.0,5.201570947860099,1.0893307945070478,1998.3764705882354,2035.3647058823528,3308.4470588235295
137.0,6.6036697681803656,1.0135791902619473,2376.824817518248,2051.4817518248174,3315.912408759124
302.0,9.804569629897316,0.9782729209357959,3624.3543046357618,2091.1655629139073,3321.039735099338
