zlevel,well_name,image_name,keypoint_likelihood_1,keypoint_likelihood_2,1_excluded_pixels,1_mean,1_min,1_max,1_std,1_area (pixel^2),1_mean_out,1_min_out,1_max_out,1_std_out,1_area_out (pixel^2),number_objects,biggestobject_1_mean,biggestobject_1_min,biggestobject_1_max,biggestobject_1_std,biggestobject_1_area,biggestobject_1_mean_out,biggestobject_1_min_out,biggestobject_1_max_out,biggestobject_1_std_out,biggestobject_1_area_out,num_droplets,droplet_area_mean,droplet_area_total,droplet_intensity_mean,droplet_intensity_total,droplet_intensity_min,droplet_intensity_max,droplet_area_std,droplet_intensity_std,daphnia_area,daphnia_size
MIP,B02,2026-04-02- TBT-LF_B02_w1,0.09612756967544556,1.1272985935211182,0,428.28889276457795,147,12303,463.3748954793401,1112347,187.7079277797509,0,963,33.89357081301424,14027534,11,475.4233936766956,147,12303,516.0557712005382,862840,189.06374808337387,0,963,35.602757926728884,14277041,62,360.7258064516129,22365,1255.8637417625093,77863.55198927558,410.59574468085106,5256.095435684647,1679.410895633433,1123.391312931111,1112347,717.4322267643125
MIP,B03,2026-04-02- TBT-LF_B03_w1,0.665662407875061,1.0624853372573853,0,566.54430142451,150,25822,1174.9350236018013,933514,189.3986929944862,133,1203,37.200197836872924,14206367,3,662.1085520399797,150,25822,1336.6394030749045,706159,190.66395112778255,133,1203,38.76237411698542,14433722,142,268.77464788732397,38166,2715.9659986753363,385667.1718118978,450.8421052631579,16432.166270783848,556.2076554205782,2760.176796757399,933514,1026.3454584105684
MIP,B04,2026-04-02- TBT-LF_B04_w1,0.35636037588119507,0.8982983231544495,0,366.2704942530552,144,8391,257.7955031012156,1455469,187.7275889530365,0,1512,45.33980216126452,13684412,8,297.9067277372243,171,861,48.54282814447255,735106,200.14502121692286,0,8391,104.85656500772846,14404775,0,0,0,0,0,0,0,0,0,1455469,1033.8471840654208
MIP,B05,2026-04-02- TBT-LF_B05_w1,0.7925454378128052,1.2565596103668213,0,665.4008962983437,152,19768,1264.787093626609,643982,193.45826333365042,133,1140,53.28053396826099,14495899,11,674.4952250936263,152,19768,1279.6926921141655,627761,193.59237995551305,133,1140,53.45187619013856,14512120,194,151.79896907216494,29449,2773.4302547525135,538045.4694219877,415.35849056603774,13241.668693009118,236.34855221398482,2520.2310422450123,643982,996.0411638080025
MIP,B06,2026-04-02- TBT-LF_B06_w1,0.8729128837585449,0.7425887584686279,0,492.53814507968934,152,11695,675.001853351408,1036713,193.5521709732168,135,1033,54.92116419999018,14103168,3,549.9152327050789,152,11695,788.1199754671726,743860,196.66958925664252,135,1033,59.4775792997666,14396021,57,689.9122807017544,39325,2506.505379266313,142870.80661817983,459.60869565217394,7782.84236627701,1536.1105717351506,1700.1198603910966,1036713,1144.9122237097479
MIP,B07,2026-04-02- TBT-LF_B07_w1,0.5972383618354797,1.0638608932495117,0,552.5394302669333,150,18327,878.8722228272859,920080,197.17672089785222,134,1752,66.85661854292373,14219801,7,597.9855286198933,150,18327,987.1834429877113,720111,199.83524390472246,134,1752,71.09177050212658,14419770,158,178.63924050632912,28225,1906.5073264990358,301228.15758684766,437.94736842105266,8414.482625482626,298.12837012699526,1815.59896674836,920080,1096.0875877410529
MIP,B09,2026-04-02- TBT-LF_B09_w1,0.32791951298713684,0.6642188429832458,0,508.12283525899,148,7220,402.04855552109586,654755,205.5486503879911,0,3476,113.10914159540029,14485126,5,516.0432614614576,148,7220,405.1436782347582,636132,205.5897709619768,0,3476,113.04779013508029,14503749,30,244.53333333333333,7336,1301.4851868012988,39044.555604038964,459.2769230769231,3250.2097378277153,121.66821287003647,747.9547508560403,654755,574.0949398836398
MIP,C02,2026-04-02- TBT-LF_C02_w1,0.6415614485740662,1.0021631717681885,0,724.874177483895,152,25964,1627.5331135936642,868676,189.2145871354241,0,2440,35.326750911541176,14271205,16,787.1693078286032,159,25964,1727.2264781321169,763048,189.84382700974547,0,2440,36.18264176912921,14376833,68,478.2647058823529,32522,5883.321439589096,400065.85789205856,624.7821576763486,15534.344988344988,559.2800974399586,3296.792015377754,868676,1090.2481368936155
MIP,C03,2026-04-02- TBT-LF_C03_w1,0.7348617315292358,1.278246283531189,0,676.9986741653028,154,32895,1693.952157541652,1132117,190.29470792055034,0,945,40.41388151367088,14007764,9,886.4145234596683,154,32895,2078.219707816834,730914,193.22358653469053,0,945,44.48030563360946,14408967,72,554.9583333333334,39957,5893.816309882474,424354.77431153815,561.9507042253521,21106.928381962865,717.1293995536826,4126.27954898006,1132117,1075.6393447619885
MIP,C04,2026-04-02- TBT-LF_C04_w1,0.38518473505973816,1.1208374500274658,0,460.752934206319,152,7847,416.19630073442556,1254087,191.67377846740345,0,2139,63.42247084237442,13885794,4,510.98707640577777,152,7847,469.9781983276585,935034,194.4108639818507,0,2139,66.0199117538674,14204847,26,232.65384615384616,6049,1481.299803032018,38513.794878832465,446.8161434977578,4795.746323529412,174.82515661258645,1070.8567729343358,1254087,1059.0571278264454
MIP,C08,2026-04-02- TBT-LF_C08_w1,0.075941301882267,0.5324478149414062,0,599.5756071595167,153,21125,889.0192221399108,531656,204.70684720422912,132,2446,92.21601144166397,14608225,1,599.5756071595167,153,21125,889.0192221399108,531656,204.70684720422912,132,2446,92.21601144166397,14608225,19,214.10526315789474,4068,4337.532567389074,82413.1187803924,1237.7931034482758,15523.364541832669,215.74416297932402,3548.1258990361034,531656,279.5156525134147
MIP,D03,2026-04-02- TBT-LF_D03_w1,0.04330255463719368,1.1641143560409546,0,524.7745938553333,147,11863,570.7923228182277,753857,191.76895054533483,0,1459,45.63009954064123,14386024,15,561.8859158073166,147,11863,598.910717000646,663098,192.15680023662716,0,1459,45.879835569714785,14476783,30,255.93333333333334,7678,2144.4742349104736,64334.22704731421,658.6304347826087,5508.512195121952,120.59391342030074,1258.7379832903605,753857,86.2670273047588
MIP,D04,2026-04-02- TBT-LF_D04_w1,0.031033718958497047,1.1835697889328003,0,993.1626461096428,148,35445,2939.783128173235,872889,194.43554857253721,134,1033,48.83358165149234,14266992,16,1134.7808955141552,148,35445,3206.8116124724447,725170,195.49626093787103,134,1033,50.00957880433667,14414711,133,381.1278195488722,50690,6294.585770341734,837179.9074554506,852.6514285714286,21165.985945945948,606.5504727247634,4405.942885951407,872889,122
MIP,D05,2026-04-02- TBT-LF_D05_w1,0.021096764132380486,1.0961670875549316,0,537.3938446334032,148,6913,587.678880993226,671869,195.17305784650995,133,1163,56.312124112496015,14468012,4,550.6629729695487,148,6913,603.6064712554867,631436,195.5492806431013,133,1163,56.764616980518795,14508445,26,131.30769230769232,3414,1373.5709248503626,35712.84404610943,425.60526315789474,3477.863070539419,62.95888768443689,790.709511641374,671869,61
MIP,D06,2026-04-02- TBT-LF_D06_w1,0.28962039947509766,0.8994151949882507,0,544.7838348220012,144,7171,555.2974339454871,678347,198.34409115934727,127,1351,66.81218927697866,14461534,15,552.0920740913313,144,7171,560.6058049157857,661022,198.424978860558,127,1351,66.83595477267177,14478859,46,261.7173913043478,12039,1809.4421063813402,83234.33689354165,693.5636363636364,4259.673366834171,197.25940766676624,1023.1195669706959,678347,1021.4641452346724
MIP,D07,2026-04-02- TBT-LF_D07_w1,0.31788623332977295,1.2103255987167358,0,820.5053086513275,145,35969,2101.696797010465,752451,195.6349015077745,0,1649,72.58318364661378,14387430,4,821.8478268404732,145,35969,2104.841409702208,750106,195.66674982756854,0,1649,72.6210899702771,14389775,97,338.22680412371136,32808,5111.23302995417,495789.6039055545,734.125,20122.336633663366,488.8477418283956,4582.448173292979,752451,1063.6000188040616
