zlevel,well_name,image_name,keypoint_likelihood_1,keypoint_likelihood_2,1_excluded_pixels,1_mean,1_min,1_max,1_std,1_area (pixel^2),1_mean_out,1_min_out,1_max_out,1_std_out,1_area_out (pixel^2),number_objects,biggestobject_1_mean,biggestobject_1_min,biggestobject_1_max,biggestobject_1_std,biggestobject_1_area,biggestobject_1_mean_out,biggestobject_1_min_out,biggestobject_1_max_out,biggestobject_1_std_out,biggestobject_1_area_out,num_droplets,droplet_area_mean,droplet_area_total,droplet_intensity_mean,droplet_intensity_total,droplet_intensity_min,droplet_intensity_max,droplet_area_std,droplet_intensity_std,daphnia_area,daphnia_size
MIP,E14,2026-04-03- TBT-LF_E14_w1,0.2953247129917145,1.1265990734100342,0,346.9175837825348,150,2301,146.88227951191,921821,200.22345453599155,0,1833,78.95799951289825,14218060,9,296.6258766859345,150,2301,117.5143881726514,467100,206.37062987582246,0,1833,89.3043154318485,14672781,9,158.33333333333334,1425,615.9762596807492,5543.786337126743,401.9384615384615,1138.8622950819672,92.81298400547199,219.7318756865057,921821,494.4461548035337
MIP,E15,2026-04-03- TBT-LF_E15_w1,0.031541503965854645,1.1125398874282837,0,367.8735520976375,149,2148,140.52356487231174,1005679,200.55551795566527,0,1965,78.9133141645988,14134202,8,337.7488567541734,149,2148,133.39002883982883,504266,207.32573547473064,0,1965,89.37087763539134,14635615,1,6498,6498,414.2446906740536,414.2446906740536,414.2446906740536,414.2446906740536,NaN,NaN,1005679,86.2670273047588
MIP,E16,2026-04-03- TBT-LF_E16_w1,0.021115373820066452,0.828975260257721,0,329.30529321244694,147,1741,137.2555635860119,804502,199.61566827078656,0,4544,79.78049914920365,14335379,12,288.75279100252436,147,1002,103.14398738713308,482891,203.79743057749238,0,4544,86.90655599709766,14656990,0,0,0,0,0,0,0,0,0,804502,109
MIP,E17,2026-04-03- TBT-LF_E17_w1,0.04371979832649231,1.1252696514129639,0,315.7474186170018,143,1750,132.8495915169436,901939,201.07140350761367,0,2023,83.82291611839226,14237942,5,240.20065843202389,143,1173,72.4408689427779,471423,206.86508268285596,0,2023,91.99157994159745,14668458,0,0,0,0,0,0,0,0,0,901939,91
MIP,E18,2026-04-03- TBT-LF_E18_w1,0.7365917563438416,1.0172353982925415,0,419.0222028232504,148,17271,640.6928910483045,1000053,200.01528879983547,0,1841,81.94106318694242,14139828,9,425.02768405275367,148,17271,827.3206141323656,584452,206.02744941423575,0,1841,92.02509158079984,14555429,34,518.9411764705883,17644,2190.906340866558,74490.81558946297,486.9318181818182,7826.529067335843,687.638468311368,1856.7259150917773,1000053,885.0141241810777
MIP,E19,2026-04-03- TBT-LF_E19_w1,0.10705048590898514,0.6760213971138,0,357.60501251599203,0,2175,153.43530925967372,882471,196.62756587627067,0,2652,77.85260627224696,14257410,4,391.9939874557224,160,1622,153.83751235232464,358251,201.5030574435972,0,2652,85.30088563358838,14781630,0,0,0,0,0,0,0,0,0,882471,42.42640687119285
MIP,E21,2026-04-03- TBT-LF_E21_w1,0.27660199999809265,0.8899396061897278,0,374.07783197845737,153,5754,167.63990519343002,788018,203.52321444261278,0,1770,93.548470556641,14351863,10,348.02875614519496,155,5754,169.40810859872812,460319,208.14743021624216,0,1770,100.24951050975272,14679562,0,0,0,0,0,0,0,0,0,788018,875.4752994802309
MIP,F14,2026-04-03- TBT-LF_F14_w1,0.022362785413861275,0.8520992398262024,0,319.13781582769485,146,8034,187.22725119482936,855134,200.64650791505093,0,18635,116.75334637847244,14284747,17,308.72867691062805,146,8034,194.90608633781915,711834,202.3369226618128,0,18635,118.11982093134387,14428047,43,94.83720930232558,4078,1338.2467201055915,57544.608964540435,474.6190476190476,3664.4244897959184,57.868870747150304,590.0650714524356,855134,92
MIP,F15,2026-04-03- TBT-LF_F15_w1,0.391244113445282,0.921255886554718,0,324.9635491768354,148,5050,158.9583498336022,830818,201.257517420952,129,1719,79.83900831478131,14309063,16,249.01586534569302,148,5050,130.24608632479396,395264,206.94773251824716,129,1719,89.0154377224804,14744617,7,61.857142857142854,433,1234.371596618501,8640.601176329506,810.5194805194806,1895.3157894736842,26.654759246262017,420.5776767105058,830818,732.4616030891995
MIP,F16,2026-04-03- TBT-LF_F16_w1,0.04478941857814789,1.1913585662841797,0,309.2835631799987,144,2873,141.15805794640175,955057,198.15777086835902,0,1775,80.54905511507147,14184824,12,228.89179250373405,144,2873,65.6753009670342,511508,204.33827828973187,0,1808,90.42407619857583,14628373,12,131.66666666666666,1580,775.0076951113324,9300.092341335989,496.77966101694915,1553.4962962962964,90.52004633162086,328.9239747969558,955057,86.2670273047588
MIP,F18,2026-04-03- TBT-LF_F18_w1,0.412267804145813,1.0390455722808838,0,414.6935512209995,135,13866,566.5890481368926,774038,199.23105967397805,0,1787,84.14151803778809,14365843,12,418.14267748676735,135,13866,745.4778322139789,430187,204.1667995948794,0,1937,92.58106927911513,14709694,152,234.75,35682,1299.62436823765,197542.90397212282,400.98,8421.23044397463,237.41355345522803,1183.7729063418287,774038,827.4841388207994
MIP,F19,2026-04-03- TBT-LF_F19_w1,0.8185142278671265,1.0298620462417603,0,305.6195628128497,146,3142,176.2873162624322,922168,200.51973668338923,132,1678,81.97098177334803,14217713,20,237.79096847144868,146,3142,145.12740025562852,581917,205.68741899622776,132,1745,91.13914787541341,14557964,46,352.9347826086956,16235,834.8128218586409,38401.38980549748,422.73972602739724,1985.9310344827586,368.7190681368804,354.2618595191042,922168,980.4947730610296
